Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,BRICK_POINT,BRICK_EQUIP_LIST,BRICK_LOCATION_LIST,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,BACnet Type Str,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments
506_0_3000168,506,0,3000168,,,,EBU3B.RM-2136..ACTHTGSP,NAE 06 N2 1 VMA133 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2136,VAV,2136,,EBU3B,
506_0_3001865,506,0,3001865,,,,EBU3B.RM-4200A..ACTHTGSP,NAE 06 N2 2 VMA133 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4200A,VAV,4200A,,EBU3B,
505_0_3001244,505,0,3001244,,,,EBU3B.RM-1145..ACTCLGSP,NAE 05 N2 2 VMA 133 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1145,VAV,1145,,EBU3B,
506_0_3000167,506,0,3000167,,,,EBU3B.RM-2136..ACTCLGSP,NAE 06 N2 1 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2136,VAV,2136,,EBU3B,
506_0_3001864,506,0,3001864,effective_cooling_temperature_setpoint,,room,EBU3B.RM-4200A..ACTCLGSP,NAE 06 N2 2 VMA133 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4200A,VAV,4200A,,EBU3B,
505_0_3001246,505,0,3001246,,,,EBU3B.RM-1145..DMPR-POS,NAE 05 N2 2 VMA 133 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1145,VAV,1145,,EBU3B,
506_0_3000169,506,0,3000169,,,,EBU3B.RM-2136..DMPR-POS,NAE 06 N2 1 VMA133 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2136,VAV,2136,,EBU3B,
506_0_3001866,506,0,3001866,,,,EBU3B.RM-4200A..DMPR-POS,NAE 06 N2 2 VMA133 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4200A,VAV,4200A,,EBU3B,
505_0_3001261,505,0,3001261,,,,EBU3B.RM-1124..ZN-T,NAE 05 N2 2 VMA 134 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1124,VAV,1124,,EBU3B,
506_0_3000184,506,0,3000184,,,,EBU3B.RM-2134..ZN-T,NAE 06 N2 1 VMA134 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2134,VAV,2134,,EBU3B,
506_0_3001881,506,0,3001881,,,,EBU3B.RM-4205..ZN-T,NAE 06 N2 2 VMA134 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4205,VAV,4205,,EBU3B,
505_0_3001267,505,0,3001267,,,,EBU3B.RM-1124..SUP-FLOW,NAE 05 N2 2 VMA 134 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1124,VAV,1124,,EBU3B,
506_0_3000190,506,0,3000190,,,,EBU3B.RM-2134..SUP-FLOW,NAE 06 N2 1 VMA134 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2134,VAV,2134,,EBU3B,
506_0_3001887,506,0,3001887,,,,EBU3B.RM-4205..SUP-FLOW,NAE 06 N2 2 VMA134 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4205,VAV,4205,,EBU3B,
505_0_3001265,505,0,3001265,,,,EBU3B.RM-1124..ACTHTGSP,NAE 05 N2 2 VMA 134 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1124,VAV,1124,,EBU3B,
506_0_3000188,506,0,3000188,,,,EBU3B.RM-2134..ACTHTGSP,NAE 06 N2 1 VMA134 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2134,VAV,2134,,EBU3B,
506_0_3001885,506,0,3001885,,,,EBU3B.RM-4205..ACTHTGSP,NAE 06 N2 2 VMA134 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4205,VAV,4205,,EBU3B,
505_0_3001264,505,0,3001264,,,,EBU3B.RM-1124..ACTCLGSP,NAE 05 N2 2 VMA 134 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1124,VAV,1124,,EBU3B,
506_0_3000187,506,0,3000187,,,,EBU3B.RM-2134..ACTCLGSP,NAE 06 N2 1 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2134,VAV,2134,,EBU3B,
506_0_3001884,506,0,3001884,,,,EBU3B.RM-4205..ACTCLGSP,NAE 06 N2 2 VMA134 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4205,VAV,4205,,EBU3B,
505_0_3001266,505,0,3001266,,,,EBU3B.RM-1124..DMPR-POS,NAE 05 N2 2 VMA 134 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1124,VAV,1124,,EBU3B,
506_0_3000189,506,0,3000189,,,,EBU3B.RM-2134..DMPR-POS,NAE 06 N2 1 VMA134 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2134,VAV,2134,,EBU3B,
506_0_3001886,506,0,3001886,,,,EBU3B.RM-4205..DMPR-POS,NAE 06 N2 2 VMA134 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4205,VAV,4205,,EBU3B,
505_0_3001282,505,0,3001282,,,,EBU3B.RM-1126..ZN-T,NAE 05 N2 2 VMA 135 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1126,VAV,1126,,EBU3B,
506_0_3000204,506,0,3000204,,,,EBU3B.RM-2132..ZN-T,NAE 06 N2 1 VMA135 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2132,VAV,2132,,EBU3B,
506_0_3001901,506,0,3001901,,,,EBU3B.RM-4202..ZN-T,NAE 06 N2 2 VMA135 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4202,VAV,4202,,EBU3B,
505_0_3001288,505,0,3001288,,,,EBU3B.RM-1126..SUP-FLOW,NAE 05 N2 2 VMA 135 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1126,VAV,1126,,EBU3B,
506_0_3000210,506,0,3000210,,,,EBU3B.RM-2132..SUP-FLOW,NAE 06 N2 1 VMA135 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2132,VAV,2132,,EBU3B,
506_0_3001907,506,0,3001907,,,,EBU3B.RM-4202..SUP-FLOW,NAE 06 N2 2 VMA135 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4202,VAV,4202,,EBU3B,
505_0_3001286,505,0,3001286,,,,EBU3B.RM-1126..ACTHTGSP,NAE 05 N2 2 VMA 135 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1126,VAV,1126,,EBU3B,
506_0_3000208,506,0,3000208,,,,EBU3B.RM-2132..ACTHTGSP,NAE 06 N2 1 VMA135 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2132,VAV,2132,,EBU3B,
506_0_3001905,506,0,3001905,,,,EBU3B.RM-4202..ACTHTGSP,NAE 06 N2 2 VMA135 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4202,VAV,4202,,EBU3B,
505_0_3001285,505,0,3001285,,,,EBU3B.RM-1126..ACTCLGSP,NAE 05 N2 2 VMA 135 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1126,VAV,1126,,EBU3B,
506_0_3000207,506,0,3000207,,,,EBU3B.RM-2132..ACTCLGSP,NAE 06 N2 1 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2132,VAV,2132,,EBU3B,
506_0_3001904,506,0,3001904,,,,EBU3B.RM-4202..ACTCLGSP,NAE 06 N2 2 VMA135 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4202,VAV,4202,,EBU3B,
505_0_3001287,505,0,3001287,,,,EBU3B.RM-1126..DMPR-POS,NAE 05 N2 2 VMA 135 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1126,VAV,1126,,EBU3B,
506_0_3000209,506,0,3000209,,,,EBU3B.RM-2132..DMPR-POS,NAE 06 N2 1 VMA135 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2132,VAV,2132,,EBU3B,
506_0_3001906,506,0,3001906,,,,EBU3B.RM-4202..DMPR-POS,NAE 06 N2 2 VMA135 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4202,VAV,4202,,EBU3B,
505_0_3001302,505,0,3001302,,,,EBU3B.RM-1155..ZN-T,NAE 05 N2 2 VMA 136 ZN T,Zone Temperature \ WRR,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1155,VAV,1155,,EBU3B,
506_0_3000224,506,0,3000224,,,,EBU3B.RM-2130..ZN-T,NAE 06 N2 1 VMA136 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2130,VAV,2130,,EBU3B,
506_0_3001921,506,0,3001921,,,,EBU3B.RM-4208..ZN-T,NAE 06 N2 2 VMA136 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4208,VAV,4208,,EBU3B,
505_0_3001308,505,0,3001308,supply_air_flow_sensor,,room,EBU3B.RM-1155..SUP-FLOW,NAE 05 N2 2 VMA 136 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1155,VAV,1155,,EBU3B,
506_0_3000230,506,0,3000230,,,,EBU3B.RM-2130..SUP-FLOW,NAE 06 N2 1 VMA136 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2130,VAV,2130,,EBU3B,
506_0_3001927,506,0,3001927,,,,EBU3B.RM-4208..SUP-FLOW,NAE 06 N2 2 VMA136 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4208,VAV,4208,,EBU3B,
505_0_3001306,505,0,3001306,,,,EBU3B.RM-1155..ACTHTGSP,NAE 05 N2 2 VMA 136 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1155,VAV,1155,,EBU3B,
506_0_3000228,506,0,3000228,,,,EBU3B.RM-2130..ACTHTGSP,NAE 06 N2 1 VMA136 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2130,VAV,2130,,EBU3B,
506_0_3001925,506,0,3001925,,,,EBU3B.RM-4208..ACTHTGSP,NAE 06 N2 2 VMA136 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4208,VAV,4208,,EBU3B,
505_0_3001305,505,0,3001305,,,,EBU3B.RM-1155..ACTCLGSP,NAE 05 N2 2 VMA 136 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1155,VAV,1155,,EBU3B,
506_0_3000227,506,0,3000227,,,,EBU3B.RM-2130..ACTCLGSP,NAE 06 N2 1 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2130,VAV,2130,,EBU3B,
506_0_3001924,506,0,3001924,,,,EBU3B.RM-4208..ACTCLGSP,NAE 06 N2 2 VMA136 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4208,VAV,4208,,EBU3B,
505_0_3001307,505,0,3001307,,,,EBU3B.RM-1155..DMPR-POS,NAE 05 N2 2 VMA 136 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1155,VAV,1155,,EBU3B,
506_0_3000229,506,0,3000229,,,,EBU3B.RM-2130..DMPR-POS,NAE 06 N2 1 VMA136 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2130,VAV,2130,,EBU3B,
506_0_3001926,506,0,3001926,,,,EBU3B.RM-4208..DMPR-POS,NAE 06 N2 2 VMA136 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4208,VAV,4208,,EBU3B,
505_0_3001322,505,0,3001322,,,,EBU3B.RM-1151..ZN-T,NAE 05 N2 2 VMA 137 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1151,VAV,1151,,EBU3B,
506_0_3000244,506,0,3000244,,,,EBU3B.RM-2128..ZN-T,NAE 06 N2 1 VMA137 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2128,VAV,2128,,EBU3B,
506_0_3001941,506,0,3001941,,,,EBU3B.RM-4214..ZN-T,NAE 06 N2 2 VMA137 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4214,VAV,4214,,EBU3B,
505_0_3001328,505,0,3001328,,,,EBU3B.RM-1151..SUP-FLOW,NAE 05 N2 2 VMA 137 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1151,VAV,1151,,EBU3B,
506_0_3000250,506,0,3000250,,,,EBU3B.RM-2128..SUP-FLOW,NAE 06 N2 1 VMA137 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2128,VAV,2128,,EBU3B,
506_0_3001947,506,0,3001947,,,,EBU3B.RM-4214..SUP-FLOW,NAE 06 N2 2 VMA137 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4214,VAV,4214,,EBU3B,
505_0_3001326,505,0,3001326,,,,EBU3B.RM-1151..ACTHTGSP,NAE 05 N2 2 VMA 137 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1151,VAV,1151,,EBU3B,
506_0_3000248,506,0,3000248,,,,EBU3B.RM-2128..ACTHTGSP,NAE 06 N2 1 VMA137 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2128,VAV,2128,,EBU3B,
506_0_3001945,506,0,3001945,,,,EBU3B.RM-4214..ACTHTGSP,NAE 06 N2 2 VMA137 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4214,VAV,4214,,EBU3B,
505_0_3001325,505,0,3001325,,,,EBU3B.RM-1151..ACTCLGSP,NAE 05 N2 2 VMA 137 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1151,VAV,1151,,EBU3B,
506_0_3000247,506,0,3000247,,,,EBU3B.RM-2128..ACTCLGSP,NAE 06 N2 1 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2128,VAV,2128,,EBU3B,
506_0_3001944,506,0,3001944,,,,EBU3B.RM-4214..ACTCLGSP,NAE 06 N2 2 VMA137 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4214,VAV,4214,,EBU3B,
505_0_3001327,505,0,3001327,,,,EBU3B.RM-1151..DMPR-POS,NAE 05 N2 2 VMA 137 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1151,VAV,1151,,EBU3B,
506_0_3000249,506,0,3000249,,,,EBU3B.RM-2128..DMPR-POS,NAE 06 N2 1 VMA137 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2128,VAV,2128,,EBU3B,
506_0_3001946,506,0,3001946,,,,EBU3B.RM-4214..DMPR-POS,NAE 06 N2 2 VMA137 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4214,VAV,4214,,EBU3B,
505_0_3001342,505,0,3001342,zone_temperature_sensor,,room,EBU3B.RM-1156..ZN-T,NAE 05 N2 2 VMA 138 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1156,VAV,1156,,EBU3B,
506_0_3000264,506,0,3000264,,,,EBU3B.RM-2126..ZN-T,NAE 06 N2 1 VMA138 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2126,VAV,2126,,EBU3B,
506_0_3001961,506,0,3001961,,,,EBU3B.RM-4220..ZN-T,NAE 06 N2 2 VMA138 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4220,VAV,4220,,EBU3B,
505_0_3001348,505,0,3001348,,,,EBU3B.RM-1156..SUP-FLOW,NAE 05 N2 2 VMA 138 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1156,VAV,1156,,EBU3B,
506_0_3000270,506,0,3000270,,,,EBU3B.RM-2126..SUP-FLOW,NAE 06 N2 1 VMA138 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2126,VAV,2126,,EBU3B,
506_0_3001967,506,0,3001967,,,,EBU3B.RM-4220..SUP-FLOW,NAE 06 N2 2 VMA138 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4220,VAV,4220,,EBU3B,
505_0_3001346,505,0,3001346,,,,EBU3B.RM-1156..ACTHTGSP,NAE 05 N2 2 VMA 138 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1156,VAV,1156,,EBU3B,
506_0_3000268,506,0,3000268,,,,EBU3B.RM-2126..ACTHTGSP,NAE 06 N2 1 VMA138 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2126,VAV,2126,,EBU3B,
506_0_3001965,506,0,3001965,,,,EBU3B.RM-4220..ACTHTGSP,NAE 06 N2 2 VMA138 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4220,VAV,4220,,EBU3B,
505_0_3001345,505,0,3001345,,,,EBU3B.RM-1156..ACTCLGSP,NAE 05 N2 2 VMA 138 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1156,VAV,1156,,EBU3B,
506_0_3000267,506,0,3000267,,,,EBU3B.RM-2126..ACTCLGSP,NAE 06 N2 1 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2126,VAV,2126,,EBU3B,
506_0_3001964,506,0,3001964,,,,EBU3B.RM-4220..ACTCLGSP,NAE 06 N2 2 VMA138 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4220,VAV,4220,,EBU3B,
505_0_3001347,505,0,3001347,,,,EBU3B.RM-1156..DMPR-POS,NAE 05 N2 2 VMA 138 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1156,VAV,1156,,EBU3B,
506_0_3000269,506,0,3000269,,,,EBU3B.RM-2126..DMPR-POS,NAE 06 N2 1 VMA138 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2126,VAV,2126,,EBU3B,
506_0_3001966,506,0,3001966,,,,EBU3B.RM-4220..DMPR-POS,NAE 06 N2 2 VMA138 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4220,VAV,4220,,EBU3B,
505_0_3001362,505,0,3001362,,,,EBU3B.RM-1154..ZN-T,NAE 05 N2 2 VMA 139 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1154,VAV,1154,,EBU3B,
506_0_3000284,506,0,3000284,,,,EBU3B.RM-2122..ZN-T,NAE 06 N2 1 VMA139 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2122,VAV,2122,,EBU3B,
506_0_3001981,506,0,3001981,,,,EBU3B.RM-4226..ZN-T,NAE 06 N2 2 VMA139 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4226,VAV,4226,,EBU3B,
505_0_3001368,505,0,3001368,,,,EBU3B.RM-1154..SUP-FLOW,NAE 05 N2 2 VMA 139 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1154,VAV,1154,,EBU3B,
506_0_3000290,506,0,3000290,,,,EBU3B.RM-2122..SUP-FLOW,NAE 06 N2 1 VMA139 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2122,VAV,2122,,EBU3B,
506_0_3001987,506,0,3001987,,,,EBU3B.RM-4226..SUP-FLOW,NAE 06 N2 2 VMA139 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4226,VAV,4226,,EBU3B,
505_0_3001366,505,0,3001366,,,,EBU3B.RM-1154..ACTHTGSP,NAE 05 N2 2 VMA 139 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1154,VAV,1154,,EBU3B,
506_0_3000288,506,0,3000288,,,,EBU3B.RM-2122..ACTHTGSP,NAE 06 N2 1 VMA139 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2122,VAV,2122,,EBU3B,
506_0_3001985,506,0,3001985,,,,EBU3B.RM-4226..ACTHTGSP,NAE 06 N2 2 VMA139 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4226,VAV,4226,,EBU3B,
505_0_3001365,505,0,3001365,,,,EBU3B.RM-1154..ACTCLGSP,NAE 05 N2 2 VMA 139 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1154,VAV,1154,,EBU3B,
506_0_3000287,506,0,3000287,,,,EBU3B.RM-2122..ACTCLGSP,NAE 06 N2 1 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2122,VAV,2122,,EBU3B,
506_0_3001984,506,0,3001984,,,,EBU3B.RM-4226..ACTCLGSP,NAE 06 N2 2 VMA139 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4226,VAV,4226,,EBU3B,
505_0_3001367,505,0,3001367,,,,EBU3B.RM-1154..DMPR-POS,NAE 05 N2 2 VMA 139 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1154,VAV,1154,,EBU3B,
506_0_3000289,506,0,3000289,,,,EBU3B.RM-2122..DMPR-POS,NAE 06 N2 1 VMA139 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2122,VAV,2122,,EBU3B,
506_0_3001986,506,0,3001986,,,,EBU3B.RM-4226..DMPR-POS,NAE 06 N2 2 VMA139 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-4226,VAV,4226,,EBU3B,
505_0_3001384,505,0,3001384,,,,EBU3B.RM-1150..ZN-T,NAE 05 N2 2 VMA 140 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,RM-1150,VAV,1150,,EBU3B,
506_0_3000304,506,0,3000304,,,,EBU3B.RM-2118..ZN-T,NAE 06 N2 1 VMA140 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-2118,VAV,2118,,EBU3B,
506_0_3002001,506,0,3002001,,,,EBU3B.RM-4230..ZN-T,NAE 06 N2 2 VMA140 ZN T,Zone Temperature,64,Zone Temperature,Zone Temperature Sensor,Analog Input,,Rm-4230,VAV,4230,,EBU3B,
505_0_3001390,505,0,3001390,,,,EBU3B.RM-1150..SUP-FLOW,NAE 05 N2 2 VMA 140 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,RM-1150,VAV,1150,,EBU3B,
506_0_3000310,506,0,3000310,,,,EBU3B.RM-2118..SUP-FLOW,NAE 06 N2 1 VMA140 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-2118,VAV,2118,,EBU3B,
506_0_3002007,506,0,3002007,,,,EBU3B.RM-4230..SUP-FLOW,NAE 06 N2 2 VMA140 SUP FLOW,Actual Supply Flow,84,Supply Airflow,Supply Air Flow,Analog Input,,Rm-4230,VAV,4230,,EBU3B,
505_0_3001388,505,0,3001388,,,,EBU3B.RM-1150..ACTHTGSP,NAE 05 N2 2 VMA 140 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,RM-1150,VAV,1150,,EBU3B,
506_0_3000308,506,0,3000308,,,,EBU3B.RM-2118..ACTHTGSP,NAE 06 N2 1 VMA140 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-2118,VAV,2118,,EBU3B,
506_0_3002005,506,0,3002005,,,,EBU3B.RM-4230..ACTHTGSP,NAE 06 N2 2 VMA140 ACTHTGSP,Actual Heating Setpoint,64,Actual Heating Setpoint,occupied heating setpoint,Analog Input,,Rm-4230,VAV,4230,,EBU3B,
505_0_3001387,505,0,3001387,,,,EBU3B.RM-1150..ACTCLGSP,NAE 05 N2 2 VMA 140 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,RM-1150,VAV,1150,,EBU3B,
506_0_3000307,506,0,3000307,,,,EBU3B.RM-2118..ACTCLGSP,NAE 06 N2 1 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-2118,VAV,2118,,EBU3B,
506_0_3002004,506,0,3002004,,,,EBU3B.RM-4230..ACTCLGSP,NAE 06 N2 2 VMA140 ACTCLGSP,Actual Cooling Setpoint,64,Actual Cooling Setpoint,occupied cooling setpoint,Analog Input,,Rm-4230,VAV,4230,,EBU3B,
505_0_3001389,505,0,3001389,,,,EBU3B.RM-1150..DMPR-POS,NAE 05 N2 2 VMA 140 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,RM-1150,VAV,1150,,EBU3B,
506_0_3000309,506,0,3000309,,,,EBU3B.RM-2118..DMPR-POS,NAE 06 N2 1 VMA140 DMPR POS,Damper Position,98,Damper Position,Damper Position,Analog Input,,Rm-2118,VAV,2118,,EBU3B,
