Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
513_0_3007366,ap m rm 4452a sup flow,nae 13 n2 trunk 2 vav4 13 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4452a,vav,,
513_0_3007370,ap m rm 4452a wc adj,nae 13 n2 trunk 2 vav4 13 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4452a,vav,,
513_0_3007371,ap m rm 4452a zn t,nae 13 n2 trunk 2 vav4 13 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4452a,vav,,
513_0_3007373,ap m rm 4441e aclg stpt,nae 13 n2 trunk 2 vav4 14 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4441e,vav,,
513_0_3007375,ap m rm 4441e ahtg stpt,nae 13 n2 trunk 2 vav4 14 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4441e,vav,,
513_0_3007380,ap m rm 4441e dmpr pos,nae 13 n2 trunk 2 vav4 14 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4441e,vav,,
513_0_3007387,ap m rm 4441e sup flow,nae 13 n2 trunk 2 vav4 14 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4441e,vav,,
513_0_3007391,ap m rm 4441e wc adj,nae 13 n2 trunk 2 vav4 14 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4441e,vav,,
513_0_3007392,ap m rm 4441e zn t,nae 13 n2 trunk 2 vav4 14 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4441e,vav,,
513_0_3007394,ap m rm 4442 aclg stpt,nae 13 n2 trunk 2 vav4 15 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4442,vav,,
513_0_3007396,ap m rm 4442 ahtg stpt,nae 13 n2 trunk 2 vav4 15 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4442,vav,,
513_0_3007401,ap m rm 4442 dmpr pos,nae 13 n2 trunk 2 vav4 15 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4442,vav,,
513_0_3007408,ap m rm 4442 sup flow,nae 13 n2 trunk 2 vav4 15 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4442,vav,,
513_0_3007412,ap m rm 4442 wc adj,nae 13 n2 trunk 2 vav4 15 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4442,vav,,
513_0_3007413,ap m rm 4442 zn t,nae 13 n2 trunk 2 vav4 15 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4442,vav,,
513_0_3007415,ap m rm 4441 aclg stpt,nae 13 n2 trunk 2 vav4 16 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4441,vav,,
513_0_3007417,ap m rm 4441 ahtg stpt,nae 13 n2 trunk 2 vav4 16 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4441,vav,,
513_0_3007422,ap m rm 4441 dmpr pos,nae 13 n2 trunk 2 vav4 16 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4441,vav,,
513_0_3007429,ap m rm 4441 sup flow,nae 13 n2 trunk 2 vav4 16 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4441,vav,,
513_0_3007433,ap m rm 4441 wc adj,nae 13 n2 trunk 2 vav4 16 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4441,vav,,
513_0_3007434,ap m rm 4441 zn t,nae 13 n2 trunk 2 vav4 16 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4441,vav,,
513_0_3007436,ap m rm 4452 aclg stpt,nae 13 n2 trunk 2 vav4 17 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4452,vav,,
513_0_3007438,ap m rm 4452 ahtg stpt,nae 13 n2 trunk 2 vav4 17 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4452,vav,,
513_0_3007443,ap m rm 4452 dmpr pos,nae 13 n2 trunk 2 vav4 17 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4452,vav,,
513_0_3007450,ap m rm 4452 sup flow,nae 13 n2 trunk 2 vav4 17 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4452,vav,,
513_0_3007457,ap m rm 4441b aclg stpt,nae 13 n2 trunk 2 vav4 18 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4441b,vav,,
513_0_3007459,ap m rm 4441b ahtg stpt,nae 13 n2 trunk 2 vav4 18 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4441b,vav,,
513_0_3007464,ap m rm 4441b dmpr pos,nae 13 n2 trunk 2 vav4 18 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4441b,vav,,
513_0_3007471,ap m rm 4441b sup flow,nae 13 n2 trunk 2 vav4 18 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4441b,vav,,
513_0_3007475,ap m rm 4441b wc adj,nae 13 n2 trunk 2 vav4 18 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4441b,vav,,
513_0_3007476,ap m rm 4441b zn t,nae 13 n2 trunk 2 vav4 18 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4441b,vav,,
513_0_3007478,ap m rm 4452 aclg stpt,nae 13 n2 trunk 2 vav4 19 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4452,vav,,
513_0_3007480,ap m rm 4452 ahtg stpt,nae 13 n2 trunk 2 vav4 19 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4452,vav,,
513_0_3007485,ap m rm 4452 dmpr pos,nae 13 n2 trunk 2 vav4 19 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4452,vav,,
513_0_3007492,ap m rm 4452 sup flow,nae 13 n2 trunk 2 vav4 19 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4452,vav,,
513_0_3007496,ap m rm 4452 wc adj,nae 13 n2 trunk 2 vav4 19 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4452,vav,,
513_0_3007497,ap m rm 4452 zn t,nae 13 n2 trunk 2 vav4 19 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4452,vav,,
513_0_3007499,ap m rm 4441c aclg stpt,nae 13 n2 trunk 2 vav4 20 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4441c,vav,,
513_0_3007501,ap m rm 4441c ahtg stpt,nae 13 n2 trunk 2 vav4 20 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4441c,vav,,
513_0_3007506,ap m rm 4441c dmpr pos,nae 13 n2 trunk 2 vav4 20 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4441c,vav,,
513_0_3007513,ap m rm 4441c sup flow,nae 13 n2 trunk 2 vav4 20 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4441c,vav,,
513_0_3007517,ap m rm 4441c wc adj,nae 13 n2 trunk 2 vav4 20 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4441c,vav,,
513_0_3007518,ap m rm 4441c zn t,nae 13 n2 trunk 2 vav4 20 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4441c,vav,,
513_0_3007520,ap m rm 4108 aclg stpt,nae 13 n2 trunk 2 vav4 26 aclg stpt,actual cooling setpoint,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,rm 4108,vav,,
513_0_3007522,ap m rm 4108 ahtg stpt,nae 13 n2 trunk 2 vav4 26 ahtg stpt,actual heating setpoint,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,rm 4108,vav,,
513_0_3007527,ap m rm 4108 dmpr pos,nae 13 n2 trunk 2 vav4 26 dmpr pos,damper position feedback,98.0,analog input,damper position,damper position sensor,rm 4108,vav,,
513_0_3007534,ap m rm 4108 sup flow,nae 13 n2 trunk 2 vav4 26 sup flow,supply air flow,84.0,analog input,supply air flow,supply air flow sensor,rm 4108,vav,,
513_0_3007538,ap m rm 4108 wc adj,nae 13 n2 trunk 2 vav4 26 wc adj,warm cool adjustment,64.0,analog input,warm cool adjust,warm cool adjust sensor,rm 4108,vav,,
513_0_3007539,ap m rm 4108 zn t,nae 13 n2 trunk 2 vav4 26 zn t,zone temperature,64.0,analog input,zone temperature,zone temperature sensor,rm 4108,vav,,
513_0_3007589,zn t,nae 13 n2 trunk 2 vav2 11 zn t,,64.0,analog input,zone temperature,zone temperature sensor,,vav,,
513_0_3007590,w c adj,nae 13 n2 trunk 2 vav2 11 w c adj,,64.0,analog input,warm cool adjust,warm cool adjust sensor,,vav,,
513_0_3007593,aclg sp,nae 13 n2 trunk 2 vav2 11 aclg sp,,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,,vav,,
513_0_3007594,ahtg sp,nae 13 n2 trunk 2 vav2 11 ahtg sp,,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,,
513_0_3007599,dmpr pos,nae 13 n2 trunk 2 vav2 11 dmpr pos,,98.0,analog input,damper position,damper position sensor,,vav,,
513_0_3007600,sup flow,nae 13 n2 trunk 2 vav2 11 sup flow,,84.0,analog input,supply air flow,supply air flow sensor,,vav,,
513_0_3007603,zn t,nae 13 n2 trunk 2 vav2 12 zn t,,64.0,analog input,zone temperature,zone temperature sensor,,vav,,
513_0_3007604,w c adj,nae 13 n2 trunk 2 vav2 12 w c adj,,64.0,analog input,warm cool adjust,warm cool adjust sensor,,vav,,
513_0_3007607,aclg sp,nae 13 n2 trunk 2 vav2 12 aclg sp,,64.0,analog input,actual cooling setpoint,effective cooling temperature setpoint,,vav,,
513_0_3007608,ahtg sp,nae 13 n2 trunk 2 vav2 12 ahtg sp,,64.0,analog input,actual heating setpoint,effective heating temperature setpoint,,vav,,
513_0_3007613,dmpr pos,nae 13 n2 trunk 2 vav2 12 dmpr pos,,98.0,analog input,damper position,damper position sensor,,vav,,
513_0_3007614,sup flow,nae 13 n2 trunk 2 vav2 12 sup flow,,84.0,analog input,supply air flow,supply air flow sensor,,vav,,
513_0_3007712,ap m rm b349 co2 lvl,nae 13 n2 trunk 1 vav 5 co2 lvl,co2 lvl,97.0,analog input,carbon dioxide sensor,co2 level sensor,rm b349,vav,,
513_0_3007714,ap m rm b325 co2 lvl,nae 13 n2 trunk 1 vav 3 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm b325,vav,,
513_0_3007717,ap m rm b402 co2 lvl,nae 13 n2 trunk 1 vavb 1 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm b402,vav,,
513_0_3007719,ap m rm b412 co2 lvl,nae 13 n2 trunk 1 vavb 5 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm b412,vav,,
513_0_3007722,ap m rm b342 co2 lvl,nae 13 n2 trunk 1 vav 10 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm b342,vav,,
513_0_3007724,ap m rm 1218 co2 lvl,nae 13 n2 trunk 1 vav 17 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 1218,vav,,
513_0_3007726,ap m rm 2301 co2 lvlco2 lvl,nae 13 n2 trunk 2 vav 32 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 2301,vav,,
513_0_3007730,ap m rm 2402 co2 lvl,nae 13 n2 trunk 2 vav 33 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 2402,vav,,
513_0_3007732,ap m rm 2452 co2 lvl,nae 13 n2 trunk 2 vav2 9 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 2452,vav,,
513_0_3007734,ap m rm 3218 co2 lvl,nae 13 n2 trunk 2 vav 44 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 3218,vav,,
513_0_3007738,ap m rm 3402 co2 lvl,nae 13 n2 trunk 2 vav3 1 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 3402,vav,,
513_0_3007740,ap m rm 4218 co2 lvl,nae 13 n2 trunk 2 vav 71 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 4218,vav,,
513_0_3007742,ap m rm 4301 co2 lvl,nae 13 n2 trunk 2 vav4 2 co2 lvl,co2 lvl,96.0,analog input,carbon dioxide sensor,co2 level sensor,rm 4301,vav,,
513_0_3008149,ap m oa co2 level,nae 13 n2 trunk 1 ahu 3 oa co2 level,,96.0,analog input,outside air carbon dioxide sensor,outside air co2 sensor,,ahu,,
513_0_3011321,ap m ah 3l chwr t,nae 13 n2 trunk 1 ahu 2 ap m ah 3l chwr t,,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,ahu 3,ahu,,
513_0_3011323,ap m ah 3r chwr t,nae 13 n2 trunk 1 ahu 2 ap m ah 3r chwr t,,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,ahu 3,ahu,,
513_0_3011325,ap m ah 2l chwr t,nae 13 n2 trunk 1 ahu 3 ap m ah 2l chwr t,,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,ahu 2,ahu,,
513_0_3011327,ap m ah 2r chwr t,nae 13 n2 trunk 1 ahu 3 ap m ah 2r chwr t,,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,ahu 2,ahu,,
513_0_3011341,ap m chw dx050 chw dp,nae 13 n2 trunk 1 ap m chwp dx 50 chw dp,ap m chilled water diff press,56.0,analog input,chilled water differential pressure,chilled water differential pressure sensor,,chw,,
513_0_3011816,ap m crac unt 5 chw dp,nae 13 n2 trunk 1 unt 5 chw dp,chilled water diff pressure on 5th floor,56.0,analog input,chilled water differential pressure,chilled water differential pressure sensor,,unt,,
513_0_3011997,ap m chw bchws t,nae 13 n2 trunk 1 unt 5 chws t,building chill water supply temperature,64.0,analog input,chilled water supply temperature,chilled water supply temperature sensor,,unt,,
513_0_3011998,ap m chw bchwr t,nae 13 n2 trunk 1 unt 5 chwr t,building chill water return temperature,64.0,analog input,chilled water return temperature,chilled water return temperature sensor,,unt,,
513_0_3012736,current,nae 13 n2 trunk 1 vfd 7 current,,3.0,analog input,current,current sensor,,vfd,,
513_0_3012737,drv tmp,nae 13 n2 trunk 1 vfd 7 drv tmp,,62.0,analog input,drive temperature,drive temperature sensor,,vfd,,
513_0_3012738,energy k,nae 13 n2 trunk 1 vfd 7 energy k,,19.0,analog input,energy in kwh,energy sensor,,vfd,,
513_0_3012739,energy m,nae 13 n2 trunk 1 vfd 7 energy m,,49.0,analog input,energy in mwh,energy sensor,,vfd,,
513_0_3012740,freq,nae 13 n2 trunk 1 vfd 7 freq,,27.0,analog input,frequency,output frequency sensor,,vfd,,
513_0_3012741,last flt,nae 13 n2 trunk 1 vfd 7 last flt,,95.0,analog input,last fault,last fault code status,,vfd,,
513_0_3012742,speed,nae 13 n2 trunk 1 vfd 7 speed,,104.0,analog input,speed,motor speed sensor,,vfd,,
513_0_3012743,torque,nae 13 n2 trunk 1 vfd 7 torque,,98.0,analog input,torque,motor torque sensor,,vfd,,
513_1_3004498,ap m ahu 3 clg vlv,nae 13 n2 trunk 1 ahu 1 clg vlv,cooling valve command,98.0,analog output,cooling valve command,cooling valve command,ahu 3,ahu,,
513_1_3004500,ap m ahu 3 dmpr cmd,nae 13 n2 trunk 1 ahu 1 dmpr cmd,damper command,98.0,analog output,damper command,damper command,ahu 3,ahu,,
513_1_3004507,ap m hx 1 hx1 stpt,nae 13 n2 trunk 1 ahu 1 hx1 stpt,hx1 supply setpoint,64.0,analog output,heat exchanger supply temperature setpoint,hot water supply temperature setpoint,hx 1,ahu,,
513_1_3004509,ap m hx 1 hx1 vlv,nae 13 n2 trunk 1 ahu 1 hx1 vlv,hx1 valve command,98.0,analog output,heat exchanger valve command,heat exchanger valve command,hx 1,ahu,,
513_1_3004515,ap m ahu 3 minpos stpt,nae 13 n2 trunk 1 ahu 1 minpos stpt,damper minimum position setpoint,98.0,analog output,damper minimum position setpoint,outside air damper min position setpoint,ahu 3,ahu,,
513_1_3004536,ap m ahu 3 sasp stpt,nae 13 n2 trunk 1 ahu 1 sasp stpt,supply air static pressure setpoint,58.0,analog output,supply air static pressure setpoint,supply air static pressure setpoint,ahu 3,ahu,,
513_1_3004538,ap m ahu 3 sat stpt,nae 13 n2 trunk 1 ahu 1 sat stpt,supply air temperature setpoint 65,64.0,analog output,supply air temperature setpoint,supply air temperature setpoint,ahu 3,ahu,,
513_1_3004541,ap m ahu 3 sf cmd,nae 13 n2 trunk 1 ahu 1 sf cmd,supply fan command,98.0,analog output,supply fan vfd command,vfd command,ahu 3,ahu,,
513_1_3004545,ap m hx 1 hx1 db,nae 13 n2 trunk 1 ahu 1 tuning parameters hx1 db,hx1 supply dead band,64.0,analog output,heat exchanger supply temperature dead band,supply water temperature dead band setpoint,hx 1,ahu,,
513_1_3004546,ap m hx 1 hx1 it,nae 13 n2 trunk 1 ahu 1 tuning parameters hx1 it,hx1 supply int time,95.0,analog output,heat exchanger supply temperature integral time,supply water temperature integral time setpoint,hx 1,ahu,,
513_1_3004547,ap m hx 1 hx1 pb,nae 13 n2 trunk 1 ahu 1 tuning parameters hx1 pb,hx1 supply prop band,64.0,analog output,heat exchanger supply temperature prop band,supply water temperature proportional band setpoint,hx 1,ahu,,
513_1_3004548,ap m ahu 3 sasp db,nae 13 n2 trunk 1 ahu 1 tuning parameters sasp db,supply air static pressure dead band,58.0,analog output,supply air static pressure dead band,supply air static pressure dead band setpoint,ahu 3,ahu,,
513_1_3004549,ap m ahu 3 sasp it,nae 13 n2 trunk 1 ahu 1 tuning parameters sasp it,supply air static pressure int time,95.0,analog output,supply air static pressure integral time,supply air static pressure integral time setpoint,ahu 3,ahu,,
513_1_3004550,ap m ahu 3 sasp pb,nae 13 n2 trunk 1 ahu 1 tuning parameters sasp pb,supply air static pressure prop band,58.0,analog output,supply air static pressure prop band,supply air static pressure proportional band setpoint,ahu 3,ahu,,
513_1_3004551,ap m ahu 3 satclg db,nae 13 n2 trunk 1 ahu 1 tuning parameters satclg db,supply air cooling dead band,64.0,analog output,supply air cooling dead band,cooling discharge air temperature dead band setpoint,ahu 3,ahu,,
513_1_3004552,ap m ahu 3 satclg it,nae 13 n2 trunk 1 ahu 1 tuning parameters satclg it,supply air cooling int time,95.0,analog output,supply air cooling integral time,cooling discharge air temperature proportional band setpoint,ahu 3,ahu,,
513_1_3004553,ap m ahu 3 satclg pb,nae 13 n2 trunk 1 ahu 1 tuning parameters satclg pb,supply air cooling prop band,64.0,analog output,supply air cooling prop band,cooling discharge air temperature integral time setpoint,ahu 3,ahu,,
513_1_3004554,ap m ahu 3 satecon pb,nae 13 n2 trunk 1 ahu 1 tuning parameters satecon pb,supply air economizer prop band,64.0,analog output,supply air economizer prop band,economizer discharge air temperature proportional band setpoint,ahu 3,ahu,,
513_1_3004555,ap m ahu 3 sathtg db,nae 13 n2 trunk 1 ahu 1 tuning parameters sathtg db,supply air heating dead band,64.0,analog output,supply air heating dead band,heating discharge air temperature dead band setpoint,ahu 3,ahu,,
513_1_3004556,ap m ahu 3 sathtg it,nae 13 n2 trunk 1 ahu 1 tuning parameters sathtg it,supply air heating int time,95.0,analog output,supply air heating integral time,heating discharge air temperature proportional band setpoint,ahu 3,ahu,,
513_1_3004557,ap m ahu 3 sathtg pb,nae 13 n2 trunk 1 ahu 1 tuning parameters sathtg pb,supply air heating prop band,64.0,analog output,supply air heating prop band,heating discharge air temperature integral time setpoint,ahu 3,ahu,,
513_1_3004558,ap m ahu 2 clg vlv,nae 13 n2 trunk 1 ahu 2 clg vlv,cooling valve command,98.0,analog output,cooling valve command,cooling valve command,ahu 2,ahu,,
513_1_3004560,ap m ahu 2 dmpr cmd,nae 13 n2 trunk 1 ahu 2 dmpr cmd,damper command,98.0,analog output,damper command,damper command,ahu 2,ahu,,
513_1_3004564,ap m ahu 2 econdif stpt,nae 13 n2 trunk 1 ahu 2 econdif stpt,economizer differential setpoint,64.0,analog output,economizer differential setpoint,economizer differential air temperature setpoint,ahu 2,ahu,,
513_1_3004570,ap m ahu 2 minpos stpt,nae 13 n2 trunk 1 ahu 2 minpos stpt,damper minimum position setpoint,98.0,analog output,damper minimum position setpoint,outside air damper min position setpoint,ahu 2,ahu,,
