Unique Identifier,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,BACnet Type Str,Ground Truth Point Type,Schema Label,Location,Equipment Type,Equipment Ref,Equipment Subsystems
510_1_3014263,biolib 1stfl rm 138g htg o,nae 10 n2 2 vma136 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 138g,
510_1_3014223,biolib 1stfl rm 138j htg o,nae 10 n2 2 vma134 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 138j,
510_1_3014653,biolib 1stfl rm 139 htg o,nae 10 n2 2 vma157 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 139,
510_1_3014673,biolib 1stfl rm 140 htg o,nae 10 n2 2 vma158 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 140,
510_1_3013234,biolib 1stfl rm 141 htg o,nae 10 n2 1 vma123 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141,
510_1_3014417,biolib 1stfl rm 141a htg o,nae 10 n2 2 vma144 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141a,
510_1_3014457,biolib 1stfl rm 141c htg o,nae 10 n2 2 vma147 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141c,
510_1_3014437,biolib 1stfl rm 141d htg o,nae 10 n2 2 vma146 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141d,
510_1_3014477,biolib 1stfl rm 141e htg o,nae 10 n2 2 vma148 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141e,
510_1_3014497,biolib 1stfl rm 141f htg o,nae 10 n2 2 vma149 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 141f,
510_1_3014557,biolib 1stfl rm 142a htg o,nae 10 n2 2 vma152 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 142a,
510_1_3014577,biolib 1stfl rm 142b htg o,nae 10 n2 2 vma153 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 142b,
510_1_3014617,biolib 1stfl rm 142c htg o,nae 10 n2 2 vma155 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 142c,
510_1_3013377,biolib 1stfl rm 72 2n htg o,nae 10 n2 1 vma131 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 72 2n,
510_1_3013397,biolib 1stfl rm 73 26 htg o,nae 10 n2 1 vma132 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 73 26,
510_1_3013254,biolib 2ndfl rm 200e htg o,nae 10 n2 1 vma124 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 200e,
510_1_3012846,biolib 2ndfl rm 201 htg o,nae 10 n2 1 vma101 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 201,
510_1_3012866,biolib 2ndfl rm 203 htg o,nae 10 n2 1 vma102 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 203,
510_1_3012906,biolib 2ndfl rm 204 htg o,nae 10 n2 1 vma104 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 204,
510_1_3012926,biolib 2ndfl rm 205 htg o,nae 10 n2 1 vma105 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 205,
510_1_3012946,biolib 2ndfl rm 206 htg o,nae 10 n2 1 vma106 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 206,
510_1_3013014,biolib 2ndfl rm 207 htg o,nae 10 n2 1 vma110 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 207,
510_1_3013585,biolib 2ndfl rm 208 htg o,nae 10 n2 2 vma101 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 208,
510_1_3013718,biolib 2ndfl rm 210 htg o,nae 10 n2 2 vma108 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 210,
510_1_3013621,biolib 2ndfl rm 214 htg o,nae 10 n2 2 vma103 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 214,
510_1_3013738,biolib 2ndfl rm 217 htg o,nae 10 n2 2 vma109 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 217,
510_1_3013681,biolib 2ndfl rm 218 htg o,nae 10 n2 2 vma106 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 218,
510_1_3013777,biolib 2ndfl rm 220 htg o,nae 10 n2 2 vma111 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 220,
510_1_3013991,biolib 2ndfl rm 221a htg o,nae 10 n2 2 vma122 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 221a,
510_1_3014011,biolib 2ndfl rm 221b htg o,nae 10 n2 2 vma123 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 221b,
510_1_3013758,biolib 2ndfl rm 221c htg o,nae 10 n2 2 vma110 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 221c,
510_1_3013661,biolib 2ndfl rm 223 htg o,nae 10 n2 2 vma105 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 223,
510_1_3013641,biolib 2ndfl rm 224 htg o,nae 10 n2 2 vma104 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 224,
510_1_3013797,biolib 2ndfl rm 225 htg o,nae 10 n2 2 vma112 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 225,
510_1_3013837,biolib 2ndfl rm 226 htg o,nae 10 n2 2 vma114 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 226,
510_1_3013857,biolib 2ndfl rm 227 htg o,nae 10 n2 2 vma115 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 227,
510_1_3013898,biolib 2ndfl rm 228 htg o,nae 10 n2 2 vma117 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 228,
510_1_3013918,biolib 2ndfl rm 229 htg o,nae 10 n2 2 vma118 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 229,
510_1_3013939,biolib 2ndfl rm 230 htg o,nae 10 n2 2 vma119 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 230,
510_1_3013817,biolib 2ndfl rm 231a htg o,nae 10 n2 2 vma113 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 231a,
510_1_3013878,biolib 2ndfl rm 231b htg o,nae 10 n2 2 vma116 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 231b,
510_1_3014597,biolib 2ndfl rm 232a htg o,nae 10 n2 2 vma154 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 232a,
510_1_3014633,biolib 2ndfl rm 232b htg o,nae 10 n2 2 vma156 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 232b,
510_1_3013955,biolib 2ndfl rm 232c htg o,nae 10 n2 2 vma120 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 232c,
510_1_3013971,biolib 2ndfl rm 232d htg o,nae 10 n2 2 vma121 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 232d,
510_1_3014043,biolib 2ndfl rm 233a htg o,nae 10 n2 2 vma125 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 233a,
510_1_3014027,biolib 2ndfl rm 233b htg o,nae 10 n2 2 vma124124 htg o,heating command,98.0,analog output,heating command,heating command,,vav,rm 233b,
510_1_3014233,1biolib 1stfl rm 38h htgpid o,nae 10 n2 2 vma135 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 38h,
510_1_3013300,biolib 1stfl rm 100 htgpid o,nae 10 n2 1 vma127 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 100,
510_1_3013152,biolib 1stfl rm 100n htgpid o,nae 10 n2 1 vma119 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 100n,
510_1_3013284,biolib 1stfl rm 100s htgpid o,nae 10 n2 1 vma126 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 100s,
510_1_3013188,biolib 1stfl rm 101n htgpid o,nae 10 n2 1 vma121 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 101n,
510_1_3013208,biolib 1stfl rm 101s htgpid o,nae 10 n2 1 vma122 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 101s,
510_1_3013264,biolib 1stfl rm 102 htgpid o,nae 10 n2 1 vma125 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 102,
510_1_3013168,biolib 1stfl rm 103 htgpid o,nae 10 n2 1 vma120 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 103,
510_1_3013088,biolib 1stfl rm 104a htgpid o,nae 10 n2 1 vma115 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 104a,
510_1_3012972,biolib 1stfl rm 104b htgpid o,nae 10 n2 1 vma108 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 104b,
510_1_3013024,biolib 1stfl rm 104c htgpid o,nae 10 n2 1 vma111 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 104c,
510_1_3013136,biolib 1stfl rm 105 htgpid o,nae 10 n2 1 vma118 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 105,
510_1_3013120,biolib 1stfl rm 106 htgpid o,nae 10 n2 1 vma117 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 106,
510_1_3013104,biolib 1stfl rm 107 htgpid o,nae 10 n2 1 vma116 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 107,
510_1_3013072,biolib 1stfl rm 108 htgpid o,nae 10 n2 1 vma114 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 108,
510_1_3013056,biolib 1stfl rm 109 htgpid o,nae 10 n2 1 vma113 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 109,
510_1_3013040,biolib 1stfl rm 110 htgpid o,nae 10 n2 1 vma112 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 110,
510_1_3012876,biolib 1stfl rm 111 htgpid o,nae 10 n2 1 vma103 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 111,
510_1_3012956,biolib 1stfl rm 114 htgpid o,nae 10 n2 1 vma107 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 114,
510_1_3012988,biolib 1stfl rm 115 htgpid o,nae 10 n2 1 vma109 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 115,
510_1_3013316,biolib 1stfl rm 116 htgpid o,nae 10 n2 1 vma128 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 116,
510_1_3013332,biolib 1stfl rm 117 htgpid o,nae 10 n2 1 vma129 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 117,
510_1_3014387,biolib 1stfl rm 117b htgpid o,nae 10 n2 2 vma143 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 117b,
510_1_3013352,biolib 1stfl rm 118 htgpid o,nae 10 n2 1 vma130 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 118,
510_1_3014193,biolib 1stfl rm 119 htgpid o,nae 10 n2 2 vma133 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 119,
510_1_3014367,biolib 1stfl rm 123 htgpid o,nae 10 n2 2 vma142 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 123,
510_1_3014310,biolib 1stfl rm 128 htgpid o,nae 10 n2 2 vma139 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 128,
510_1_3014507,biolib 1stfl rm 131 htgpid o,nae 10 n2 2 vma150 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 131,
510_1_3014173,biolib 1stfl rm 133 htgpid o,nae 10 n2 2 vma132 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 133,
510_1_3014527,biolib 1stfl rm 134 htgpid o,nae 10 n2 2 vma151 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 134,
510_1_3014113,biolib 1stfl rm 135 htgpid o,nae 10 n2 2 vma129 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 135,
510_1_3014053,biolib 1stfl rm 137 htgpid o,nae 10 n2 2 vma126 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 137,
510_1_3014073,biolib 1stfl rm 138a htgpid o,nae 10 n2 2 vma127 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138a,
510_1_3014093,biolib 1stfl rm 138b htgpid o,nae 10 n2 2 vma128 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138b,
510_1_3014153,biolib 1stfl rm 138c htgpid o,nae 10 n2 2 vma131 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138c,
510_1_3014133,biolib 1stfl rm 138d htgpid o,nae 10 n2 2 vma130 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138d,
510_1_3014330,biolib 1stfl rm 138e htgpid o,nae 10 n2 2 vma140 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138e,
510_1_3014290,biolib 1stfl rm 138f htgpid o,nae 10 n2 2 vma138 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138f,
510_1_3014253,biolib 1stfl rm 138g htgpid o,nae 10 n2 2 vma136 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138g,
510_1_3014213,biolib 1stfl rm 138j htgpid o,nae 10 n2 2 vma134 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 138j,
510_1_3014643,biolib 1stfl rm 139 htgpid o,nae 10 n2 2 vma157 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 139,
510_1_3014663,biolib 1stfl rm 140 htgpid o,nae 10 n2 2 vma158 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 140,
510_1_3013224,biolib 1stfl rm 141 htgpid o,nae 10 n2 1 vma123 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141,
510_1_3014407,biolib 1stfl rm 141a htgpid o,nae 10 n2 2 vma144 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141a,
510_1_3014447,biolib 1stfl rm 141c htgpid o,nae 10 n2 2 vma147 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141c,
510_1_3014427,biolib 1stfl rm 141d htgpid o,nae 10 n2 2 vma146 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141d,
510_1_3014467,biolib 1stfl rm 141e htgpid o,nae 10 n2 2 vma148 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141e,
510_1_3014487,biolib 1stfl rm 141f htgpid o,nae 10 n2 2 vma149 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 141f,
510_1_3014547,biolib 1stfl rm 142a htgpid o,nae 10 n2 2 vma152 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 142a,
510_1_3014567,biolib 1stfl rm 142b htgpid o,nae 10 n2 2 vma153 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 142b,
510_1_3014607,biolib 1stfl rm 142c htgpid o,nae 10 n2 2 vma155 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 142c,
510_1_3013369,biolib 1stfl rm 72 2n htgpid o,nae 10 n2 1 vma131 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 72 2n,
510_1_3013387,biolib 1stfl rm 73 26 htgpid o,nae 10 n2 1 vma132 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 73 26,
510_1_3013244,biolib 2ndfl rm 200e htgpid o,nae 10 n2 1 vma124 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 200e,
510_1_3012836,biolib 2ndfl rm 201 htgpid o,nae 10 n2 1 vma101 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 201,
510_1_3012856,biolib 2ndfl rm 203 htgpid o,nae 10 n2 1 vma102 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 203,
510_1_3012896,biolib 2ndfl rm 204 htgpid o,nae 10 n2 1 vma104 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 204,
510_1_3012916,biolib 2ndfl rm 205 htgpid o,nae 10 n2 1 vma105 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 205,
510_1_3012936,biolib 2ndfl rm 206 htgpid o,nae 10 n2 1 vma106 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 206,
510_1_3013004,biolib 2ndfl rm 207 htgpid o,nae 10 n2 1 vma110 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 207,
510_1_3013574,biolib 2ndfl rm 208 htgpid o,nae 10 n2 2 vma101 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 208,
510_1_3013708,biolib 2ndfl rm 210 htgpid o,nae 10 n2 2 vma108 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 210,
510_1_3013611,biolib 2ndfl rm 214 htgpid o,nae 10 n2 2 vma103 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 214,
510_1_3013728,biolib 2ndfl rm 217 htgpid o,nae 10 n2 2 vma109 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 217,
510_1_3013671,biolib 2ndfl rm 218 htgpid o,nae 10 n2 2 vma106 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 218,
510_1_3013768,biolib 2ndfl rm 220 htgpid o,nae 10 n2 2 vma111 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 220,
510_1_3013981,biolib 2ndfl rm 221a htgpid o,nae 10 n2 2 vma122 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 221a,
510_1_3014001,biolib 2ndfl rm 221b htgpid o,nae 10 n2 2 vma123 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 221b,
510_1_3013748,biolib 2ndfl rm 221c htgpid o,nae 10 n2 2 vma110 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 221c,
510_1_3013651,biolib 2ndfl rm 223 htgpid o,nae 10 n2 2 vma105 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 223,
510_1_3013631,biolib 2ndfl rm 224 htgpid o,nae 10 n2 2 vma104 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 224,
510_1_3013787,biolib 2ndfl rm 225 htgpid o,nae 10 n2 2 vma112 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 225,
510_1_3013827,biolib 2ndfl rm 226 htgpid o,nae 10 n2 2 vma114 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 226,
510_1_3013847,biolib 2ndfl rm 227 htgpid o,nae 10 n2 2 vma115 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 227,
510_1_3013888,biolib 2ndfl rm 228 htgpid o,nae 10 n2 2 vma117 bhpidpv,heating pid,98.0,analog output,heating pid output,heating command,,vav,rm 228,
