Unique Identifier,BACnet Device ID,BACnet Object Type,BACnet Object ID,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Schema Label,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
506_1_3002986,506,1,3002986,ebu3b rm 3132 supflo sp,nae 06 n2 2 vma107 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000994,505,1,3000994,ebu3b rm b260a supflo sp,nae 05 n2 1 vma 107 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm b260a,vav,b260a,,ebu3b,,analog output
505_0_3001713,505,0,3001713,ebu3b rm 1207 sup flow,nae 05 n2 2 vma 107 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 1207,vav,1207,,ebu3b,,analog input
506_0_3001296,506,0,3001296,ebu3b rm 2209 sup flow,nae 06 n2 1 vma107 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2209,vav,2209,,ebu3b,,analog input
506_0_3002982,506,0,3002982,ebu3b rm 3132 sup flow,nae 06 n2 2 vma107 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3132,vav,3132,,ebu3b,,analog input
505_0_3000990,505,0,3000990,ebu3b rm b260a sup flow,nae 05 n2 1 vma 107 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm b260a,vav,b260a,,ebu3b,,analog input
506_1_3002983,506,1,3002983,ebu3b rm 3132 rh vlv,nae 06 n2 2 vma107 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000991,505,1,3000991,ebu3b rm b260a rh vlv,nae 05 n2 1 vma 107 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm b260a,vav,b260a,,ebu3b,,analog output
506_1_3002989,506,1,3002989,ebu3b rm 3132 htgflow,nae 06 n2 2 vma107 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000997,505,1,3000997,ebu3b rm b260a htgflow,nae 05 n2 1 vma 107 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm b260a,vav,b260a,,ebu3b,,analog output
506_0_3002980,506,0,3002980,ebu3b rm 3132 acthtgsp,nae 06 n2 2 vma107 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3132,vav,3132,,ebu3b,,analog input
505_0_3000988,505,0,3000988,ebu3b rm b260a acthtgsp,nae 05 n2 1 vma 107 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm b260a,vav,b260a,,ebu3b,,analog input
505_0_3001711,505,0,3001711,ebu3b rm 1207 actclgsp,nae 05 n2 2 vma 107 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 1207,vav,1207,,ebu3b,,analog input
506_0_3001294,506,0,3001294,ebu3b rm 2209 actclgsp,nae 06 n2 1 vma107 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2209,vav,2209,,ebu3b,,analog input
506_0_3002979,506,0,3002979,ebu3b rm 3132 actclgsp,nae 06 n2 2 vma107 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3132,vav,3132,,ebu3b,,analog input
505_0_3000987,505,0,3000987,ebu3b rm b260a actclgsp,nae 05 n2 1 vma 107 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm b260a,vav,b260a,,ebu3b,,analog input
505_1_3001718,505,1,3001718,ebu3b rm 1207 clgminflo,nae 05 n2 2 vma 107 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 1207,vav,1207,,ebu3b,,analog output
506_1_3001301,506,1,3001301,ebu3b rm 2209 clgminflo,nae 06 n2 1 vma107 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2209,vav,2209,,ebu3b,,analog output
506_1_3002988,506,1,3002988,ebu3b rm 3132 clgminflo,nae 06 n2 2 vma107 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000996,505,1,3000996,ebu3b rm b260a clgminflo,nae 05 n2 1 vma 107 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm b260a,vav,b260a,,ebu3b,,analog output
505_14_3001723,505,14,3001723,ebu3b rm 1207 occ cmd,nae 05 n2 2 vma 107 occ cmd,occupied command,,occupancy command,occupied command,,rm 1207,vav,1207,,ebu3b,,multi state output
506_14_3001306,506,14,3001306,ebu3b rm 2209 occ cmd,nae 06 n2 1 vma107 occ cmd,occupied command,,occupancy command,occupied command,,rm 2209,vav,2209,,ebu3b,,multi state output
506_14_3002994,506,14,3002994,ebu3b rm 3132 occ cmd,nae 06 n2 2 vma107 occ cmd,occupied command,,occupancy command,occupied command,,rm 3132,vav,3132,,ebu3b,,multi state output
505_14_3001002,505,14,3001002,ebu3b rm b260a occ cmd,nae 05 n2 1 vma 107 occ cmd,occupied command,,occupancy command,occupied command,,rm b260a,vav,b260a,,ebu3b,,multi state output
506_1_3002991,506,1,3002991,ebu3b rm 3132 htgpid o,nae 06 n2 2 vma107 htgpid o,heating command,98.0,heating command,heating command,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000999,505,1,3000999,ebu3b rm b260a htgpid o,nae 05 n2 1 vma 107 htgpid o,heating command,98.0,heating command,heating command,,rm b260a,vav,b260a,,ebu3b,,analog output
505_0_3001712,505,0,3001712,ebu3b rm 1207 dmpr pos,nae 05 n2 2 vma 107 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 1207,vav,1207,,ebu3b,,analog input
506_0_3001295,506,0,3001295,ebu3b rm 2209 dmpr pos,nae 06 n2 1 vma107 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2209,vav,2209,,ebu3b,,analog input
506_0_3002981,506,0,3002981,ebu3b rm 3132 dmpr pos,nae 06 n2 2 vma107 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3132,vav,3132,,ebu3b,,analog input
505_0_3000989,505,0,3000989,ebu3b rm b260a dmpr pos,nae 05 n2 1 vma 107 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm b260a,vav,b260a,,ebu3b,,analog input
505_1_3001715,505,1,3001715,ebu3b rm 1207 dpr c,nae 05 n2 2 vma 107 dpr c,damper command,98.0,damper command,damper command,,rm 1207,vav,1207,,ebu3b,,analog output
506_1_3001298,506,1,3001298,ebu3b rm 2209 dpr c,nae 06 n2 1 vma107 dpr c,damper command,98.0,damper command,damper command,,rm 2209,vav,2209,,ebu3b,,analog output
506_1_3002985,506,1,3002985,ebu3b rm 3132 dpr c,nae 06 n2 2 vma107 dpr c,damper command,98.0,damper command,damper command,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000993,505,1,3000993,ebu3b rm b260a dpr c,nae 05 n2 1 vma 107 dpr c,damper command,98.0,damper command,damper command,,rm b260a,vav,b260a,,ebu3b,,analog output
505_1_3001717,505,1,3001717,ebu3b rm 1207 clgmaxflo,nae 05 n2 2 vma 107 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 1207,vav,1207,,ebu3b,,analog output
506_1_3001300,506,1,3001300,ebu3b rm 2209 clgmaxflo,nae 06 n2 1 vma107 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2209,vav,2209,,ebu3b,,analog output
506_1_3002987,506,1,3002987,ebu3b rm 3132 clgmaxflo,nae 06 n2 2 vma107 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000995,505,1,3000995,ebu3b rm b260a clgmaxflo,nae 05 n2 1 vma 107 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm b260a,vav,b260a,,ebu3b,,analog output
505_1_3001720,505,1,3001720,ebu3b rm 1207 clgpid o,nae 05 n2 2 vma 107 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 1207,vav,1207,,ebu3b,,analog output
506_1_3001303,506,1,3001303,ebu3b rm 2209 clgpid o,nae 06 n2 1 vma107 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2209,vav,2209,,ebu3b,,analog output
506_1_3002990,506,1,3002990,ebu3b rm 3132 clgpid o,nae 06 n2 2 vma107 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3132,vav,3132,,ebu3b,,analog output
505_1_3000998,505,1,3000998,ebu3b rm b260a clgpid o,nae 05 n2 1 vma 107 clgpid o,cooling command,98.0,cooling command,cooling command,,rm b260a,vav,b260a,,ebu3b,,analog output
506_0_3001308,506,0,3001308,ebu3b rm 2208 zn t,nae 06 n2 1 vma108 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 2208,vav,2208,,ebu3b,,analog input
506_0_3002996,506,0,3002996,ebu3b rm 3130 zn t,nae 06 n2 2 vma108 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3130,vav,3130,,ebu3b,,analog input
505_0_3001004,505,0,3001004,ebu3b rm b275 zn t,nae 05 n2 1 vma 108 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm b275,vav,b275,,ebu3b,,analog input
506_1_3001316,506,1,3001316,ebu3b rm 2208 commonsp,nae 06 n2 1 vma108 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003004,506,1,3003004,ebu3b rm 3130 commonsp,nae 06 n2 2 vma108 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001012,505,1,3001012,ebu3b rm b275 commonsp,nae 05 n2 1 vma 108 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm b275,vav,b275,,ebu3b,,analog output
506_1_3015668,506,1,3015668,ebu3b rm 2208 w c adj,nae 06 n2 1 vma108 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3015725,506,1,3015725,ebu3b rm 3130 w c adj,nae 06 n2 2 vma108 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3025999,505,1,3025999,ebu3b rm b275 w c adj,nae 05 n2 1 vma 108 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm b275,vav,b275,,ebu3b,,analog output
506_1_3001318,506,1,3001318,ebu3b rm 2208 supflo sp,nae 06 n2 1 vma108 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003006,506,1,3003006,ebu3b rm 3130 supflo sp,nae 06 n2 2 vma108 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001014,505,1,3001014,ebu3b rm b275 supflo sp,nae 05 n2 1 vma 108 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm b275,vav,b275,,ebu3b,,analog output
506_0_3001314,506,0,3001314,ebu3b rm 2208 sup flow,nae 06 n2 1 vma108 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 2208,vav,2208,,ebu3b,,analog input
506_0_3003002,506,0,3003002,ebu3b rm 3130 sup flow,nae 06 n2 2 vma108 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm 3130,vav,3130,,ebu3b,,analog input
505_0_3001010,505,0,3001010,ebu3b rm b275 sup flow,nae 05 n2 1 vma 108 sup flow,actual supply flow,84.0,supply airflow,supply air flow sensor,,rm b275,vav,b275,,ebu3b,,analog input
506_1_3001315,506,1,3001315,ebu3b rm 2208 rh vlv,nae 06 n2 1 vma108 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003003,506,1,3003003,ebu3b rm 3130 rh vlv,nae 06 n2 2 vma108 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001011,505,1,3001011,ebu3b rm b275 rh vlv,nae 05 n2 1 vma 108 rh vlv,reheat valve command,98.0,reheat valve command,reheat valve command,,rm b275,vav,b275,,ebu3b,,analog output
506_1_3001321,506,1,3001321,ebu3b rm 2208 htgflow,nae 06 n2 1 vma108 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003009,506,1,3003009,ebu3b rm 3130 htgflow,nae 06 n2 2 vma108 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001017,505,1,3001017,ebu3b rm b275 htgflow,nae 05 n2 1 vma 108 htgflow,occupied htg flow,84.0,minimum occupied heating supply airflow,occupied heating supply air flow setpoint,,rm b275,vav,b275,,ebu3b,,analog output
506_0_3001312,506,0,3001312,ebu3b rm 2208 acthtgsp,nae 06 n2 1 vma108 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 2208,vav,2208,,ebu3b,,analog input
506_0_3003000,506,0,3003000,ebu3b rm 3130 acthtgsp,nae 06 n2 2 vma108 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm 3130,vav,3130,,ebu3b,,analog input
505_0_3001008,505,0,3001008,ebu3b rm b275 acthtgsp,nae 05 n2 1 vma 108 acthtgsp,actual heating setpoint,64.0,actual heating setpoint,effective heating temperature setpoint,,rm b275,vav,b275,,ebu3b,,analog input
506_0_3001311,506,0,3001311,ebu3b rm 2208 actclgsp,nae 06 n2 1 vma108 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 2208,vav,2208,,ebu3b,,analog input
506_0_3002999,506,0,3002999,ebu3b rm 3130 actclgsp,nae 06 n2 2 vma108 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm 3130,vav,3130,,ebu3b,,analog input
505_0_3001007,505,0,3001007,ebu3b rm b275 actclgsp,nae 05 n2 1 vma 108 actclgsp,actual cooling setpoint,64.0,actual cooling setpoint,effective cooling temperature setpoint,,rm b275,vav,b275,,ebu3b,,analog input
506_1_3001320,506,1,3001320,ebu3b rm 2208 clgminflo,nae 06 n2 1 vma108 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003008,506,1,3003008,ebu3b rm 3130 clgminflo,nae 06 n2 2 vma108 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001016,505,1,3001016,ebu3b rm b275 clgminflo,nae 05 n2 1 vma 108 clgminflo,occupied clg min,84.0,minimum occupied cooling supply airflow,occupied cooling min supply air flow setpoint,,rm b275,vav,b275,,ebu3b,,analog output
506_14_3001326,506,14,3001326,ebu3b rm 2208 occ cmd,nae 06 n2 1 vma108 occ cmd,occupied command,,occupancy command,occupied command,,rm 2208,vav,2208,,ebu3b,,multi state output
506_14_3003014,506,14,3003014,ebu3b rm 3130 occ cmd,nae 06 n2 2 vma108 occ cmd,occupied command,,occupancy command,occupied command,,rm 3130,vav,3130,,ebu3b,,multi state output
505_14_3001022,505,14,3001022,ebu3b rm b275 occ cmd,nae 05 n2 1 vma 108 occ cmd,occupied command,,occupancy command,occupied command,,rm b275,vav,b275,,ebu3b,,multi state output
506_1_3001323,506,1,3001323,ebu3b rm 2208 htgpid o,nae 06 n2 1 vma108 htgpid o,heating command,98.0,heating command,heating command,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003011,506,1,3003011,ebu3b rm 3130 htgpid o,nae 06 n2 2 vma108 htgpid o,heating command,98.0,heating command,heating command,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001019,505,1,3001019,ebu3b rm b275 htgpid o,nae 05 n2 1 vma 108 htgpid o,heating command,98.0,heating command,heating command,,rm b275,vav,b275,,ebu3b,,analog output
506_0_3001313,506,0,3001313,ebu3b rm 2208 dmpr pos,nae 06 n2 1 vma108 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 2208,vav,2208,,ebu3b,,analog input
506_0_3003001,506,0,3003001,ebu3b rm 3130 dmpr pos,nae 06 n2 2 vma108 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm 3130,vav,3130,,ebu3b,,analog input
505_0_3001009,505,0,3001009,ebu3b rm b275 dmpr pos,nae 05 n2 1 vma 108 dmpr pos,damper position,98.0,damper position,damper position sensor,,rm b275,vav,b275,,ebu3b,,analog input
506_1_3001317,506,1,3001317,ebu3b rm 2208 dpr c,nae 06 n2 1 vma108 dpr c,damper command,98.0,damper command,damper command,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003005,506,1,3003005,ebu3b rm 3130 dpr c,nae 06 n2 2 vma108 dpr c,damper command,98.0,damper command,damper command,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001013,505,1,3001013,ebu3b rm b275 dpr c,nae 05 n2 1 vma 108 dpr c,damper command,98.0,damper command,damper command,,rm b275,vav,b275,,ebu3b,,analog output
506_1_3001319,506,1,3001319,ebu3b rm 2208 clgmaxflo,nae 06 n2 1 vma108 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003007,506,1,3003007,ebu3b rm 3130 clgmaxflo,nae 06 n2 2 vma108 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001015,505,1,3001015,ebu3b rm b275 clgmaxflo,nae 05 n2 1 vma 108 clgmaxflo,cooling max flow,84.0,maximum supply airflow,cooling max discharge air flow setpoint,,rm b275,vav,b275,,ebu3b,,analog output
506_1_3001322,506,1,3001322,ebu3b rm 2208 clgpid o,nae 06 n2 1 vma108 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 2208,vav,2208,,ebu3b,,analog output
506_1_3003010,506,1,3003010,ebu3b rm 3130 clgpid o,nae 06 n2 2 vma108 clgpid o,cooling command,98.0,cooling command,cooling command,,rm 3130,vav,3130,,ebu3b,,analog output
505_1_3001018,505,1,3001018,ebu3b rm b275 clgpid o,nae 05 n2 1 vma 108 clgpid o,cooling command,98.0,cooling command,cooling command,,rm b275,vav,b275,,ebu3b,,analog output
505_0_3001742,505,0,3001742,ebu3b rm 1213 zn t,nae 05 n2 2 vma 109 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 1213,vav,1213,,ebu3b,,analog input
506_0_3001328,506,0,3001328,ebu3b rm 2214 zn t,nae 06 n2 1 vma109 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 2214,vav,2214,,ebu3b,,analog input
506_0_3003016,506,0,3003016,ebu3b rm 3128 zn t,nae 06 n2 2 vma109 zn t,zone temperature,64.0,zone temperature,zone temperature sensor,,rm 3128,vav,3128,,ebu3b,,analog input
505_0_3001024,505,0,3001024,ebu3b rm b222 zn t,nae 05 n2 1 vma 109 zn t,zone temperature elec room,64.0,zone temperature,zone temperature sensor,,rm b222,vav,b222,,ebu3b,,analog input
505_1_3001748,505,1,3001748,ebu3b rm 1213 commonsp,nae 05 n2 2 vma 109 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 1213,vav,1213,,ebu3b,,analog output
506_1_3001336,506,1,3001336,ebu3b rm 2214 commonsp,nae 06 n2 1 vma109 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 2214,vav,2214,,ebu3b,,analog output
506_1_3003024,506,1,3003024,ebu3b rm 3128 commonsp,nae 06 n2 2 vma109 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm 3128,vav,3128,,ebu3b,,analog output
505_1_3001030,505,1,3001030,ebu3b rm b222 commonsp,nae 05 n2 1 vma 109 commonsp,common setpoint,64.0,temperature setpoint,temperature setpoint,,rm b222,vav,b222,,ebu3b,,analog output
505_1_3026031,505,1,3026031,ebu3b rm 1213 w c adj,nae 05 n2 2 vma 109 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 1213,vav,1213,,ebu3b,,analog output
506_1_3015678,506,1,3015678,ebu3b rm 2214 w c adj,nae 06 n2 1 vma109 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 2214,vav,2214,,ebu3b,,analog output
506_1_3015726,506,1,3015726,ebu3b rm 3218 w c adj,nae 06 n2 2 vma109 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm 3218,vav,3218,,ebu3b,,analog output
505_1_3026000,505,1,3026000,ebu3b rm b222 w c adj,nae 05 n2 1 vma 109 w c adj,warm cool adjust,64.0,warm cool adjust,warm cool adjust sensor,,rm b222,vav,b222,,ebu3b,,analog output
505_1_3001750,505,1,3001750,ebu3b rm 1213 supflo sp,nae 05 n2 2 vma 109 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 1213,vav,1213,,ebu3b,,analog output
506_1_3001338,506,1,3001338,ebu3b rm 2214 supflo sp,nae 06 n2 1 vma109 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 2214,vav,2214,,ebu3b,,analog output
506_1_3003026,506,1,3003026,ebu3b rm 3128 supflo sp,nae 06 n2 2 vma109 supflo sp,actual sup flow sp,84.0,supply airflow setpoint,supply air flow setpoint,,rm 3128,vav,3128,,ebu3b,,analog output
